deltat,AcX,AcY,AcZ,GravX,GravY,GravZ,QuatW,QuatX,QuatY,QuatZ,OrX,OrY,OrZ,GyX,GyY,GyZ
50,0.01,0.02,-0.44,-0.31,-0.26,9.79,1.00,-0.01,0.02,0.00,359.94,-1.81,1.50,-0.00,0.00,0.00
50,0.01,0.02,-0.40,-0.31,-0.26,9.79,1.00,-0.01,0.02,0.00,359.94,-1.81,1.50,0.00,0.00,-0.00
50,-0.01,0.01,-0.41,-0.31,-0.26,9.79,1.00,-0.01,0.02,0.00,359.94,-1.81,1.50,0.00,0.00,0.00
50,0.00,0.02,-0.42,-0.31,-0.26,9.79,1.00,-0.01,0.02,0.00,359.94,-1.81,1.50,0.00,0.00,0.00
50,0.00,0.00,-0.44,-0.31,-0.26,9.79,1.00,-0.01,0.02,0.00,359.94,-1.81,1.50,-0.00,0.00,0.00
50,0.00,0.02,-0.40,-0.31,-0.26,9.79,1.00,-0.01,0.02,0.00,359.94,-1.81,1.50,0.00,0.00,0.00
50,0.00,0.02,-0.40,-0.31,-0.26,9.79,1.00,-0.01,0.02,0.00,359.94,-1.81,1.50,0.00,-0.00,0.00
50,0.01,0.00,-0.43,-0.31,-0.26,9.79,1.00,-0.01,0.02,0.00,359.94,-1.81,1.50,0.00,0.00,0.00
50,0.01,0.02,-0.40,-0.31,-0.26,9.79,1.00,-0.01,0.02,0.00,359.94,-1.81,1.50,0.00,-0.00,-0.00
50,0.00,0.01,-0.43,-0.31,-0.26,9.79,1.00,-0.01,0.02,0.00,359.94,-1.81,1.50,0.00,0.00,0.00
50,0.00,0.03,-0.43,-0.31,-0.26,9.79,1.00,-0.01,0.02,0.00,359.94,-1.81,1.50,0.01,0.00,-0.00
50,0.00,0.00,-0.42,-0.31,-0.26,9.79,1.00,-0.01,0.02,0.00,359.94,-1.81,1.50,0.00,0.00,-0.00
50,0.00,0.01,-0.42,-0.31,-0.26,9.79,1.00,-0.01,0.02,0.00,359.94,-1.81,1.50,-0.00,0.00,0.00
50,0.01,0.02,-0.40,-0.31,-0.26,9.79,1.00,-0.01,0.02,0.00,359.94,-1.81,1.50,-0.00,-0.00,0.00
50,0.01,0.04,-0.40,-0.31,-0.26,9.79,1.00,-0.01,0.02,0.00,359.94,-1.81,1.50,-0.00,0.00,0.00
50,0.01,0.04,-0.39,-0.31,-0.26,9.79,1.00,-0.01,0.02,0.00,359.94,-1.81,1.50,0.00,0.00,0.00
50,0.01,0.03,-0.42,-0.31,-0.26,9.79,1.00,-0.01,0.02,0.00,359.94,-1.81,1.50,-0.00,0.00,0.00
50,0.02,0.02,-0.42,-0.31,-0.26,9.79,1.00,-0.01,0.02,0.00,359.94,-1.81,1.50,-0.01,0.00,0.00
50,0.01,0.00,-0.38,-0.31,-0.26,9.79,1.00,-0.01,0.02,0.00,359.94,-1.81,1.50,0.00,0.00,0.00
50,-0.01,0.03,-0.39,-0.31,-0.26,9.79,1.00,-0.01,0.02,0.00,359.94,-1.81,1.50,0.00,0.00,-0.00
50,0.02,0.03,-0.46,-0.31,-0.26,9.79,1.00,-0.01,0.02,0.00,359.94,-1.81,1.50,0.00,0.00,0.00
50,0.01,0.00,-0.39,-0.31,-0.26,9.79,1.00,-0.01,0.02,0.00,359.94,-1.81,1.50,-0.00,0.00,-0.00
50,0.00,0.01,-0.40,-0.31,-0.26,9.79,1.00,-0.01,0.02,0.00,359.94,-1.81,1.50,-0.00,0.00,0.00
50,0.00,0.01,-0.40,-0.31,-0.26,9.79,1.00,-0.01,0.02,0.00,359.94,-1.81,1.50,0.00,0.00,-0.00
50,0.02,0.00,-0.41,-0.31,-0.26,9.79,1.00,-0.01,0.02,0.00,359.94,-1.81,1.50,0.00,-0.00,-0.00
50,0.00,0.03,-0.38,-0.31,-0.26,9.79,1.00,-0.01,0.02,0.00,359.94,-1.81,1.50,0.00,0.00,0.00
50,0.00,0.03,-0.40,-0.31,-0.26,9.79,1.00,-0.01,0.02,0.00,359.94,-1.81,1.50,0.00,0.00,0.00
51,-0.02,0.03,-0.42,-0.31,-0.26,9.79,1.00,-0.01,0.02,0.00,359.94,-1.81,1.50,-0.00,0.00,0.00
50,0.00,0.00,-0.40,-0.31,-0.26,9.79,1.00,-0.01,0.02,0.00,359.94,-1.81,1.50,0.00,0.00,0.00
50,0.00,0.03,-0.43,-0.31,-0.26,9.79,1.00,-0.01,0.02,0.00,359.94,-1.81,1.50,-0.00,-0.00,0.00
50,0.02,0.03,-0.40,-0.31,-0.26,9.79,1.00,-0.01,0.02,0.00,359.94,-1.81,1.50,0.00,-0.00,0.00
50,-0.09,0.08,-0.23,-0.31,-0.26,9.79,1.00,-0.01,0.02,0.00,359.94,-1.81,1.50,-0.00,-0.00,-0.00
50,0.02,0.00,-0.42,-0.31,-0.26,9.79,1.00,-0.01,0.02,0.00,359.94,-1.81,1.50,0.01,0.00,0.00
50,0.02,0.00,-0.42,-0.31,-0.26,9.79,1.00,-0.01,0.02,0.00,359.94,-1.81,1.50,-0.00,-0.00,-0.00
50,0.01,0.03,-0.40,-0.31,-0.26,9.79,1.00,-0.01,0.02,0.00,359.94,-1.81,1.50,0.01,0.00,0.00
50,0.00,0.01,-0.40,-0.31,-0.26,9.79,1.00,-0.01,0.02,0.00,359.94,-1.81,1.50,0.00,0.00,0.00
50,0.01,0.04,-0.38,-0.31,-0.26,9.79,1.00,-0.01,0.02,0.00,359.94,-1.81,1.50,0.00,-0.00,0.00
50,0.00,0.03,-0.42,-0.31,-0.26,9.79,1.00,-0.01,0.02,0.00,359.94,-1.81,1.50,-0.00,-0.00,-0.00
50,0.00,0.02,-0.42,-0.31,-0.26,9.79,1.00,-0.01,0.02,0.00,359.94,-1.81,1.50,0.00,-0.00,0.00
50,0.01,0.02,-0.43,-0.31,-0.26,9.79,1.00,-0.01,0.02,0.00,359.94,-1.81,1.50,0.00,-0.00,-0.00
50,0.00,0.00,-0.41,-0.31,-0.26,9.79,1.00,-0.01,0.02,0.00,359.94,-1.81,1.50,0.00,0.00,0.00
50,0.00,0.03,-0.40,-0.31,-0.26,9.79,1.00,-0.01,0.02,0.00,359.94,-1.81,1.50,-0.00,-0.01,0.00
50,0.01,0.02,-0.39,-0.31,-0.26,9.79,1.00,-0.01,0.02,0.00,359.94,-1.81,1.50,-0.00,0.00,-0.00
50,0.01,0.03,-0.40,-0.31,-0.26,9.79,1.00,-0.01,0.02,0.00,359.94,-1.81,1.50,-0.00,-0.00,-0.00
50,0.02,0.01,-0.43,-0.31,-0.26,9.79,1.00,-0.01,0.02,0.00,359.94,-1.81,1.50,0.00,0.00,-0.00
50,-0.01,0.01,-0.42,-0.31,-0.26,9.79,1.00,-0.01,0.02,0.00,359.94,-1.81,1.50,0.00,-0.00,-0.00
50,0.00,0.00,-0.39,-0.31,-0.26,9.79,1.00,-0.01,0.02,0.00,359.94,-1.81,1.50,-0.00,-0.00,-0.00
50,0.01,0.01,-0.40,-0.31,-0.26,9.79,1.00,-0.01,0.02,0.00,359.94,-1.81,1.50,0.00,-0.00,0.00
50,0.00,0.01,-0.43,-0.31,-0.26,9.79,1.00,-0.01,0.02,0.00,359.94,-1.81,1.50,0.00,-0.00,0.00
50,0.00,0.03,-0.41,-0.31,-0.26,9.79,1.00,-0.01,0.02,0.00,359.94,-1.81,1.50,0.00,-0.00,-0.00
50,0.01,0.03,-0.40,-0.31,-0.26,9.79,1.00,-0.01,0.02,0.00,359.94,-1.81,1.50,-0.01,-0.01,-0.00
50,0.01,0.01,-0.41,-0.31,-0.26,9.79,1.00,-0.01,0.02,0.00,359.94,-1.81,1.50,-0.00,0.00,0.00
50,0.01,0.01,-0.44,-0.31,-0.26,9.79,1.00,-0.01,0.02,0.00,359.94,-1.81,1.50,0.00,0.00,-0.00
50,0.02,0.00,-0.39,-0.31,-0.26,9.79,1.00,-0.01,0.02,0.00,359.94,-1.81,1.50,0.00,0.00,0.00
50,0.02,0.01,-0.43,-0.31,-0.26,9.79,1.00,-0.01,0.02,0.00,359.94,-1.81,1.50,0.00,0.00,-0.00
50,0.01,0.02,-0.42,-0.31,-0.26,9.79,1.00,-0.01,0.02,0.00,359.94,-1.81,1.50,0.00,0.01,0.00
51,0.01,0.02,-0.43,-0.31,-0.26,9.79,1.00,-0.01,0.02,0.00,359.94,-1.81,1.50,0.00,0.01,-0.00
50,0.01,0.03,-0.40,-0.31,-0.26,9.79,1.00,-0.01,0.02,0.00,359.94,-1.81,1.50,0.00,0.00,0.00
50,0.00,0.03,-0.40,-0.31,-0.26,9.79,1.00,-0.01,0.02,0.00,359.94,-1.81,1.50,-0.00,0.00,-0.00
50,0.00,0.01,-0.42,-0.31,-0.26,9.79,1.00,-0.01,0.02,0.00,359.94,-1.81,1.50,0.00,0.00,-0.00
50,0.01,0.02,-0.44,-0.31,-0.26,9.79,1.00,-0.01,0.02,0.00,359.94,-1.81,1.50,-0.01,0.00,0.00
50,0.00,0.00,-0.39,-0.31,-0.26,9.79,1.00,-0.01,0.02,0.00,359.94,-1.81,1.50,0.00,0.00,0.00
50,0.01,0.00,-0.40,-0.31,-0.26,9.79,1.00,-0.01,0.02,0.00,359.94,-1.81,1.50,-0.00,0.00,0.00
50,0.00,0.01,-0.39,-0.31,-0.26,9.79,1.00,-0.01,0.02,0.00,359.94,-1.81,1.50,0.00,-0.00,0.00
50,0.01,0.02,-0.39,-0.31,-0.26,9.79,1.00,-0.01,0.02,0.00,359.94,-1.81,1.50,-0.00,-0.00,0.00
50,0.01,0.01,-0.46,-0.31,-0.26,9.79,1.00,-0.01,0.02,0.00,359.94,-1.81,1.50,0.00,0.00,0.00
50,0.01,0.01,-0.38,-0.31,-0.26,9.79,1.00,-0.01,0.02,0.00,359.94,-1.81,1.50,0.00,-0.01,0.00
50,0.00,0.01,-0.42,-0.31,-0.26,9.79,1.00,-0.01,0.02,0.00,359.94,-1.81,1.50,0.00,0.00,0.00
50,-0.03,0.02,-0.41,-0.31,-0.26,9.79,1.00,-0.01,0.02,0.00,359.94,-1.81,1.50,-0.00,0.00,0.00
50,0.02,0.03,-0.38,-0.31,-0.26,9.79,1.00,-0.01,0.02,0.00,359.94,-1.81,1.50,0.00,0.01,0.00
50,0.01,0.03,-0.39,-0.31,-0.26,9.79,1.00,-0.01,0.02,0.00,359.94,-1.81,1.50,0.00,0.00,0.00
50,0.02,0.03,-0.41,-0.31,-0.26,9.79,1.00,-0.01,0.02,0.00,359.94,-1.81,1.50,0.00,0.00,0.00
50,0.00,0.01,-0.37,-0.31,-0.26,9.79,1.00,-0.01,0.02,0.00,359.94,-1.81,1.50,0.00,-0.00,0.00
50,0.00,0.03,-0.42,-0.31,-0.26,9.79,1.00,-0.01,0.02,0.00,359.94,-1.81,1.50,0.00,0.00,0.00
50,0.01,0.03,-0.36,-0.31,-0.26,9.79,1.00,-0.01,0.02,0.00,359.94,-1.81,1.50,0.00,-0.00,0.00
50,0.00,0.01,-0.39,-0.31,-0.26,9.79,1.00,-0.01,0.02,0.00,359.94,-1.81,1.50,0.00,0.00,0.00
50,0.02,0.02,-0.40,-0.31,-0.26,9.79,1.00,-0.01,0.02,0.00,359.94,-1.81,1.50,-0.00,-0.00,-0.00
50,0.00,0.01,-0.37,-0.31,-0.26,9.79,1.00,-0.01,0.02,0.00,359.94,-1.81,1.50,0.00,-0.00,-0.00
50,0.00,0.03,-0.43,-0.31,-0.26,9.79,1.00,-0.01,0.02,0.00,359.94,-1.81,1.50,-0.00,0.00,0.00
50,0.00,0.02,-0.40,-0.31,-0.26,9.79,1.00,-0.01,0.02,0.00,359.94,-1.81,1.50,0.00,0.00,0.00
50,0.00,0.00,-0.41,-0.31,-0.26,9.79,1.00,-0.01,0.02,0.00,359.94,-1.81,1.50,0.00,0.00,0.00
50,-0.75,-0.55,-0.38,-0.31,-0.26,9.79,1.00,-0.01,0.02,0.00,359.88,-1.81,1.50,-0.00,0.01,0.09
50,0.06,-0.21,-0.39,-0.32,-0.25,9.79,1.00,-0.01,0.02,0.02,358.00,-1.88,1.44,-0.00,0.01,0.74
50,0.42,0.41,-0.43,-0.33,-0.23,9.79,1.00,-0.01,0.02,0.04,355.00,-1.94,1.37,-0.00,-0.00,1.12
50,-0.15,-0.30,-1.04,-0.33,-0.23,9.79,1.00,-0.01,0.02,0.05,354.19,-1.94,1.31,0.00,0.00,0.00
50,-0.46,-0.10,-0.36,-0.34,-0.21,9.79,1.00,-0.01,0.02,0.07,352.13,-2.00,1.25,-0.01,0.01,1.24
50,0.01,-0.20,-0.54,-0.35,-0.20,9.79,1.00,-0.01,0.02,0.10,348.88,-2.06,1.19,-0.02,0.01,1.20
50,0.04,-0.12,-0.78,-0.37,-0.18,9.79,0.99,-0.01,0.02,0.12,345.69,-2.13,1.06,0.00,-0.00,1.17
50,0.48,0.42,-0.32,-0.37,-0.17,9.79,0.99,-0.01,0.02,0.15,343.06,-2.19,1.00,0.01,0.00,0.62
50,0.05,-0.02,-0.34,-0.38,-0.16,9.79,0.99,-0.01,0.02,0.15,342.50,-2.19,0.94,0.00,0.00,0.04
50,0.09,-0.07,-0.42,-0.38,-0.16,9.79,0.99,-0.01,0.02,0.15,342.50,-2.19,0.94,0.01,0.00,0.00
50,0.06,-0.04,-0.41,-0.37,-0.16,9.79,0.99,-0.01,0.02,0.15,342.50,-2.19,0.94,0.00,-0.00,-0.00
50,0.06,-0.07,-0.42,-0.37,-0.17,9.79,0.99,-0.01,0.02,0.15,342.50,-2.19,0.94,0.00,0.00,-0.00
50,0.06,-0.02,-0.41,-0.37,-0.17,9.79,0.99,-0.01,0.02,0.15,342.50,-2.19,1.00,-0.00,0.00,-0.00
50,0.08,-0.05,-0.41,-0.37,-0.17,9.79,0.99,-0.01,0.02,0.15,342.50,-2.19,1.00,0.00,0.00,0.00
50,0.07,-0.02,-0.42,-0.37,-0.17,9.79,0.99,-0.01,0.02,0.15,342.50,-2.19,1.00,-0.00,-0.00,-0.00
50,0.06,-0.04,-0.41,-0.37,-0.17,9.79,0.99,-0.01,0.02,0.15,342.50,-2.19,1.00,-0.01,-0.01,0.00
50,0.07,-0.03,-0.43,-0.37,-0.17,9.79,0.99,-0.01,0.02,0.15,342.50,-2.19,1.00,0.00,-0.00,-0.00
50,0.06,-0.02,-0.40,-0.37,-0.17,9.79,0.99,-0.01,0.02,0.15,342.50,-2.13,1.00,0.00,-0.00,-0.00
50,0.05,-0.04,-0.43,-0.37,-0.17,9.79,0.99,-0.01,0.02,0.15,342.50,-2.13,1.00,-0.00,-0.00,-0.00
50,0.06,-0.05,-0.41,-0.37,-0.17,9.79,0.99,-0.01,0.02,0.15,342.50,-2.13,1.00,0.00,0.00,0.00
50,0.08,-0.05,-0.41,-0.37,-0.17,9.79,0.99,-0.01,0.02,0.15,342.50,-2.13,1.00,0.00,-0.00,0.00
50,0.05,-0.03,-0.40,-0.37,-0.17,9.79,0.99,-0.01,0.02,0.15,342.50,-2.13,1.00,0.00,-0.00,-0.00
50,0.04,-0.06,-0.42,-0.37,-0.17,9.79,0.99,-0.01,0.02,0.15,342.50,-2.13,1.00,0.00,0.00,0.00
50,0.04,-0.02,-0.41,-0.37,-0.18,9.79,0.99,-0.01,0.02,0.15,342.50,-2.13,1.00,0.00,-0.00,-0.00
50,0.04,-0.02,-0.42,-0.36,-0.18,9.79,0.99,-0.01,0.02,0.15,342.50,-2.13,1.00,-0.00,-0.00,-0.00
50,0.04,-0.06,-0.39,-0.36,-0.18,9.79,0.99,-0.01,0.02,0.15,342.50,-2.13,1.00,0.00,0.00,0.00
50,0.06,-0.02,-0.41,-0.36,-0.18,9.79,0.99,-0.01,0.02,0.15,342.50,-2.13,1.06,-0.00,0.00,-0.00
50,0.06,-0.02,-0.40,-0.36,-0.18,9.79,0.99,-0.01,0.02,0.15,342.50,-2.13,1.06,0.00,0.00,-0.00
50,0.06,0.21,-0.39,-0.36,-0.18,9.79,0.99,-0.01,0.02,0.15,342.50,-2.13,1.06,-0.01,-0.00,0.04
50,0.05,-0.04,-0.38,-0.36,-0.18,9.79,0.99,-0.01,0.02,0.15,342.44,-2.13,1.06,0.00,0.00,-0.00
50,0.06,-0.05,-0.40,-0.36,-0.18,9.79,0.99,-0.01,0.02,0.15,342.44,-2.13,1.06,-0.01,-0.00,0.00
50,0.20,0.02,-0.36,-0.36,-0.18,9.79,0.99,-0.01,0.02,0.16,342.13,-2.13,1.06,-0.01,0.01,0.33
50,-0.05,-0.32,-0.42,-0.37,-0.17,9.79,0.99,-0.01,0.02,0.17,341.00,-2.13,1.00,0.00,-0.00,0.33
51,0.32,-0.25,-0.51,-0.37,-0.16,9.79,0.98,-0.01,0.02,0.18,339.88,-2.13,0.94,-0.01,0.00,0.53
50,-0.01,-0.34,-0.43,-0.37,-0.16,9.79,0.98,-0.01,0.02,0.18,338.88,-2.19,0.94,0.00,0.00,0.17
50,0.26,-0.24,-0.41,-0.37,-0.16,9.79,0.98,-0.01,0.02,0.19,338.44,-2.19,0.88,0.00,-0.01,0.18
50,0.00,-0.07,-0.42,-0.37,-0.16,9.79,0.98,-0.01,0.02,0.18,338.81,-2.19,0.94,0.00,0.01,-0.02
50,0.06,-0.06,-0.39,-0.37,-0.16,9.79,0.98,-0.01,0.02,0.18,338.81,-2.19,0.94,0.00,-0.00,0.00
50,0.04,-0.06,-0.38,-0.37,-0.16,9.79,0.98,-0.01,0.02,0.18,338.81,-2.19,0.94,-0.01,-0.00,0.00
50,0.06,-0.06,-0.37,-0.37,-0.16,9.79,0.98,-0.01,0.02,0.18,338.81,-2.13,0.94,-0.01,0.00,-0.00
50,0.42,0.59,-0.41,-0.37,-0.16,9.79,0.98,-0.01,0.02,0.18,338.75,-2.13,0.94,-0.00,-0.00,0.09
50,0.02,-0.08,-0.37,-0.35,-0.16,9.79,0.98,-0.01,0.02,0.18,339.25,-2.13,0.94,0.00,-0.03,-0.16
50,0.24,-0.19,-0.41,-0.32,-0.17,9.79,0.98,-0.01,0.01,0.18,339.38,-1.88,1.00,-0.02,-0.08,-0.01
50,0.17,-0.20,-0.38,-0.24,-0.19,9.80,0.98,-0.01,0.01,0.17,340.00,-1.37,1.12,-0.04,-0.19,-0.30
50,0.09,-0.17,-0.46,-0.13,-0.25,9.80,0.99,-0.01,0.00,0.16,340.94,-0.75,1.44,-0.11,-0.24,-0.30
50,0.57,0.28,-0.28,0.00,-0.31,9.80,0.99,-0.02,-0.00,0.16,341.25,0.00,1.81,-0.18,-0.50,0.02
50,0.13,0.83,-0.64,0.35,-0.31,9.79,0.99,-0.01,-0.02,0.16,341.81,2.00,1.81,0.28,-0.52,-0.38
50,-0.06,-0.10,-0.98,0.50,-0.27,9.78,0.99,-0.01,-0.03,0.15,342.38,2.94,1.56,0.06,-0.20,0.09
50,-0.42,0.57,-0.38,0.73,-0.25,9.77,0.99,-0.00,-0.04,0.15,342.25,4.31,1.44,0.26,-0.63,-0.05
50,-0.30,-0.65,-0.54,0.90,-0.16,9.76,0.99,-0.00,-0.05,0.15,342.56,5.25,0.94,-0.08,-0.07,-0.09
50,0.28,-0.05,-0.39,0.94,-0.17,9.75,0.99,-0.00,-0.05,0.15,342.56,5.50,1.00,-0.05,-0.17,0.03
50,-0.07,-0.17,0.14,1.03,-0.18,9.75,0.99,-0.00,-0.05,0.15,342.56,6.06,1.06,-0.13,-0.18,-0.03
50,0.21,-0.29,0.36,1.17,-0.11,9.73,0.99,0.00,-0.06,0.15,342.50,6.88,0.63,0.33,-0.43,0.08
50,0.02,0.63,-0.43,1.43,0.09,9.70,0.99,0.02,-0.07,0.15,342.38,8.38,-0.50,0.41,-0.57,-0.02
50,0.91,0.13,-0.10,1.72,0.26,9.65,0.98,0.03,-0.09,0.15,342.50,10.06,-1.56,0.53,-0.85,-0.07
50,1.08,0.52,-0.41,2.13,0.54,9.55,0.98,0.04,-0.10,0.15,342.63,12.56,-3.19,0.59,-0.77,-0.12
50,1.20,0.51,-1.42,2.50,0.86,9.44,0.98,0.06,-0.12,0.14,343.31,14.75,-5.19,0.76,-1.14,-0.38
50,-0.05,0.32,0.00,3.21,1.29,9.17,0.97,0.09,-0.16,0.13,344.31,19.12,-8.00,0.87,-1.57,-0.32
50,1.21,0.56,-1.86,3.57,1.67,8.97,0.97,0.11,-0.17,0.13,344.75,21.31,-10.56,0.81,-0.63,-0.23
50,0.04,-0.37,-2.41,4.25,2.15,8.56,0.96,0.14,-0.21,0.12,345.50,25.69,-14.13,0.93,-2.29,-0.34
50,1.13,0.54,-0.23,5.05,2.61,7.98,0.95,0.17,-0.25,0.12,346.00,31.00,-18.06,1.20,-1.59,-0.10
50,0.28,-0.30,0.01,5.68,3.15,7.33,0.93,0.21,-0.29,0.11,346.00,35.44,-23.25,1.29,-1.88,-0.05
51,1.86,0.32,-2.91,6.14,3.60,6.74,0.91,0.24,-0.31,0.12,344.94,38.75,-28.12,1.57,-0.88,0.08
50,-0.90,-0.26,-1.50,6.69,4.08,5.88,0.89,0.28,-0.35,0.12,344.94,43.06,-34.75,1.13,-2.45,-0.07
50,0.32,-0.19,-2.03,7.27,4.40,4.88,0.86,0.31,-0.39,0.11,345.19,47.81,-42.06,0.95,-1.96,0.06
50,-0.52,-0.72,-1.76,7.74,4.51,3.97,0.83,0.33,-0.43,0.11,345.50,52.13,-48.56,1.09,-2.40,0.24
50,0.27,-0.96,-1.09,8.23,4.55,2.75,0.79,0.36,-0.48,0.10,345.13,57.13,-58.81,0.71,-2.18,0.40
50,0.26,0.27,-0.77,8.53,4.47,1.81,0.76,0.37,-0.52,0.10,344.81,60.50,-67.87,0.69,-2.09,0.42
50,0.33,0.45,-0.10,8.76,4.32,0.82,0.73,0.38,-0.56,0.10,344.56,63.31,-79.19,0.78,-2.07,0.38
50,0.46,-0.26,-0.59,8.84,4.22,-0.15,0.69,0.39,-0.59,0.10,344.00,64.44,-92.00,0.57,-1.21,0.23
50,0.21,0.59,-0.62,8.87,4.11,-0.67,0.67,0.40,-0.61,0.10,343.06,64.75,-99.31,0.56,-0.96,0.23
50,-1.85,-0.50,1.76,8.86,4.04,-1.14,0.66,0.41,-0.63,0.10,342.94,64.62,-105.75,0.50,-1.13,0.24
50,0.75,-1.10,-0.52,8.84,4.00,-1.41,0.65,0.42,-0.63,0.11,341.38,64.31,-109.44,0.28,-0.06,-0.22
50,-0.06,0.08,0.79,8.84,4.02,-1.35,0.65,0.41,-0.63,0.10,342.13,64.37,-108.56,-0.21,0.54,0.00
50,-0.06,-0.04,-0.30,8.81,4.13,-1.17,0.66,0.42,-0.62,0.10,342.63,64.00,-105.75,-0.33,0.20,-0.33
50,0.67,-1.06,1.62,8.77,4.26,-0.94,0.67,0.41,-0.62,0.09,344.25,63.50,-102.44,-0.00,0.77,-0.15
50,-1.85,-0.41,-2.17,8.81,4.28,-0.38,0.69,0.40,-0.60,0.10,343.69,63.94,-95.06,-0.73,1.01,0.00
50,-0.91,-1.11,-1.90,8.84,4.22,-0.26,0.69,0.40,-0.60,0.10,344.06,64.44,-93.56,0.20,-0.57,0.32
50,-0.41,0.04,-1.37,8.89,4.11,-0.25,0.69,0.39,-0.60,0.10,343.56,65.12,-93.50,-0.57,0.58,0.05
50,-0.42,-0.34,0.58,8.91,4.08,0.01,0.70,0.37,-0.60,0.09,345.06,65.37,-89.81,-1.02,-0.19,0.16
50,1.26,-0.71,-0.65,8.92,4.05,0.07,0.70,0.37,-0.60,0.08,346.25,65.50,-88.94,0.36,0.13,-0.16
50,-2.00,-2.19,2.49,8.94,4.02,0.13,0.71,0.37,-0.60,0.09,345.69,65.75,-88.06,0.36,0.37,0.35
50,-0.55,-0.45,-0.68,9.02,3.84,0.03,0.70,0.37,-0.60,0.11,342.56,66.87,-89.44,0.65,0.36,0.27
50,-0.53,-1.12,-1.27,9.09,3.67,-0.03,0.69,0.38,-0.60,0.13,339.25,68.00,-90.50,1.14,-0.13,0.62
50,0.15,0.40,-0.72,9.19,3.39,-0.22,0.68,0.39,-0.60,0.15,334.38,69.69,-93.81,1.03,0.35,0.39
