deltat,AcX,AcY,AcZ,GravX,GravY,GravZ,OrX,OrY,OrZ,GyX,GyY,GyZ
50,-0.01,0.00,-0.40,-0.27,-0.23,9.79,359.94,-1.63,1.31,-0.00,0.00,0.00
50,0.01,0.00,-0.37,-0.27,-0.23,9.79,359.94,-1.63,1.31,-0.00,-0.00,0.00
50,0.00,0.00,-0.41,-0.27,-0.23,9.79,359.94,-1.63,1.31,0.00,-0.00,0.00
50,0.00,-0.01,-0.40,-0.27,-0.23,9.79,359.94,-1.63,1.31,0.00,0.00,-0.00
50,0.00,0.02,-0.41,-0.27,-0.23,9.79,359.94,-1.63,1.31,-0.00,0.00,0.00
51,-0.02,0.00,-0.38,-0.27,-0.23,9.79,359.94,-1.63,1.31,-0.00,-0.00,0.00
50,0.01,0.02,-0.44,-0.27,-0.23,9.79,359.94,-1.63,1.31,0.00,0.00,0.00
50,0.00,0.01,-0.41,-0.27,-0.23,9.79,359.94,-1.63,1.31,0.00,0.00,0.00
50,0.00,0.00,-0.41,-0.27,-0.23,9.79,359.94,-1.63,1.31,0.00,-0.00,0.00
50,0.00,0.00,-0.40,-0.27,-0.23,9.79,359.94,-1.63,1.31,0.00,-0.00,0.00
50,0.00,0.00,-0.40,-0.27,-0.23,9.79,359.94,-1.63,1.31,-0.01,-0.00,0.00
50,0.00,0.00,-0.40,-0.27,-0.23,9.79,359.94,-1.63,1.31,0.00,-0.00,-0.00
50,-0.01,0.03,-0.41,-0.27,-0.23,9.79,359.94,-1.63,1.31,0.01,0.01,-0.00
50,0.02,0.00,-0.39,-0.27,-0.23,9.79,359.94,-1.63,1.31,0.00,-0.00,0.00
50,0.02,0.01,-0.43,-0.27,-0.23,9.79,359.94,-1.63,1.31,-0.00,0.00,0.00
50,0.00,0.02,-0.41,-0.27,-0.23,9.79,359.94,-1.63,1.31,-0.00,0.00,-0.00
50,0.01,0.00,-0.41,-0.27,-0.23,9.79,359.94,-1.63,1.31,-0.00,-0.00,0.00
50,0.00,0.01,-0.43,-0.27,-0.23,9.79,359.94,-1.63,1.31,-0.00,0.00,0.00
50,0.00,0.03,-0.43,-0.27,-0.23,9.79,359.94,-1.63,1.31,-0.00,0.00,0.00
50,0.01,0.00,-0.40,-0.27,-0.23,9.79,359.94,-1.63,1.31,0.00,-0.00,0.00
50,0.01,0.02,-0.42,-0.27,-0.23,9.79,359.94,-1.63,1.31,-0.01,-0.00,-0.00
50,0.01,0.01,-0.40,-0.27,-0.23,9.79,359.94,-1.63,1.31,-0.00,-0.00,-0.00
50,0.01,0.00,-0.40,-0.27,-0.23,9.79,359.94,-1.63,1.31,0.00,0.00,0.00
50,0.00,0.00,-0.41,-0.27,-0.23,9.79,359.94,-1.63,1.31,-0.00,-0.00,0.00
50,0.00,0.00,-0.41,-0.27,-0.23,9.79,359.94,-1.63,1.31,-0.00,-0.00,-0.00
50,0.00,0.02,-0.41,-0.27,-0.23,9.79,359.94,-1.63,1.31,0.00,-0.00,0.00
50,-0.01,0.01,-0.39,-0.27,-0.23,9.79,359.94,-1.63,1.31,0.00,-0.00,0.00
50,0.01,0.00,-0.39,-0.27,-0.23,9.79,359.94,-1.63,1.31,0.00,0.00,-0.00
50,0.00,0.00,-0.40,-0.27,-0.23,9.79,359.94,-1.63,1.31,-0.00,-0.01,0.00
50,0.00,0.00,-0.42,-0.27,-0.23,9.79,359.94,-1.63,1.31,-0.00,-0.00,-0.00
50,0.02,0.00,-0.39,-0.27,-0.23,9.79,359.94,-1.63,1.31,0.00,0.00,0.00
50,0.00,0.01,-0.40,-0.27,-0.23,9.79,359.94,-1.63,1.31,0.00,-0.00,-0.00
50,0.00,0.00,-0.42,-0.27,-0.23,9.79,359.94,-1.63,1.31,0.00,0.01,0.00
50,0.00,0.02,-0.42,-0.27,-0.23,9.79,359.94,-1.63,1.31,-0.00,-0.00,0.00
51,0.00,0.01,-0.42,-0.27,-0.23,9.79,359.94,-1.63,1.31,-0.00,-0.00,0.00
50,0.00,0.00,-0.39,-0.27,-0.23,9.79,359.94,-1.63,1.31,0.00,-0.00,0.00
50,0.03,0.00,-0.37,-0.27,-0.23,9.79,359.94,-1.63,1.31,-0.00,-0.00,-0.00
50,0.00,0.00,-0.40,-0.27,-0.23,9.79,359.94,-1.63,1.31,0.00,0.00,0.00
50,0.00,-0.01,-0.43,-0.27,-0.23,9.79,359.94,-1.63,1.31,0.00,-0.00,0.00
50,-0.01,0.00,-0.39,-0.27,-0.23,9.79,359.94,-1.63,1.31,0.00,0.00,-0.00
50,-0.01,0.00,-0.43,-0.27,-0.23,9.79,359.94,-1.63,1.31,0.00,0.00,-0.00
50,0.01,-0.01,-0.42,-0.27,-0.23,9.79,359.94,-1.63,1.31,0.00,-0.00,0.00
50,0.01,-0.01,-0.40,-0.27,-0.23,9.79,359.94,-1.63,1.31,-0.00,0.00,0.00
50,0.02,-0.03,-0.42,-0.27,-0.23,9.79,359.94,-1.63,1.31,-0.00,0.00,-0.00
50,0.00,0.00,-0.42,-0.27,-0.23,9.79,359.94,-1.63,1.31,-0.00,-0.00,-0.00
50,-0.02,0.01,-0.32,-0.27,-0.23,9.79,359.94,-1.63,1.31,0.00,0.01,0.00
50,-0.02,0.00,-0.36,-0.27,-0.23,9.79,359.94,-1.63,1.31,0.00,0.00,0.00
50,0.00,0.01,-0.37,-0.27,-0.23,9.79,359.94,-1.63,1.31,0.00,0.00,-0.00
50,-0.01,0.02,-0.35,-0.27,-0.23,9.79,359.94,-1.63,1.31,0.00,0.00,0.00
50,0.03,0.00,-0.40,-0.27,-0.23,9.79,359.94,-1.63,1.31,0.00,-0.00,0.00
50,0.00,0.01,-0.39,-0.27,-0.23,9.79,359.94,-1.63,1.31,0.00,-0.00,0.00
50,0.00,0.01,-0.41,-0.27,-0.23,9.79,359.94,-1.63,1.31,0.00,-0.00,-0.00
50,0.01,-0.01,-0.40,-0.27,-0.23,9.79,359.94,-1.63,1.31,-0.00,0.00,0.00
50,0.02,-0.06,-0.61,-0.27,-0.23,9.79,359.94,-1.63,1.31,-0.00,0.00,-0.00
50,-0.04,0.03,-0.27,-0.27,-0.23,9.79,359.94,-1.63,1.31,0.00,0.00,0.00
50,0.02,0.01,-0.45,-0.27,-0.23,9.79,359.94,-1.63,1.31,0.00,0.00,0.00
50,0.00,0.00,-0.37,-0.27,-0.23,9.79,359.94,-1.63,1.31,0.00,-0.00,0.00
50,0.01,0.01,-0.44,-0.27,-0.23,9.79,359.94,-1.63,1.31,0.00,0.00,0.00
50,0.01,0.04,-0.39,-0.27,-0.23,9.79,359.94,-1.63,1.31,-0.00,0.00,0.00
50,0.00,0.00,-0.40,-0.27,-0.23,9.79,359.94,-1.63,1.31,-0.00,-0.00,0.00
50,0.01,0.00,-0.39,-0.27,-0.23,9.79,359.94,-1.63,1.31,0.00,0.00,-0.00
50,0.00,0.02,-0.40,-0.27,-0.23,9.79,359.94,-1.63,1.31,-0.00,-0.00,0.00
50,-0.01,0.00,-0.38,-0.27,-0.23,9.79,359.94,-1.63,1.31,0.00,0.00,-0.00
50,0.01,0.02,-0.37,-0.27,-0.23,9.79,359.94,-1.63,1.31,0.00,0.00,0.00
50,0.01,0.00,-0.40,-0.27,-0.23,9.79,359.94,-1.63,1.31,-0.00,-0.00,-0.00
50,0.00,0.00,-0.39,-0.27,-0.23,9.79,359.94,-1.63,1.31,-0.00,-0.00,0.00
50,0.00,0.00,-0.40,-0.27,-0.23,9.79,359.94,-1.63,1.31,0.00,0.00,-0.00
50,0.00,0.00,-0.42,-0.27,-0.23,9.79,359.94,-1.63,1.31,0.00,0.01,0.00
50,0.00,0.01,-0.36,-0.27,-0.23,9.79,359.94,-1.63,1.31,0.01,0.01,-0.00
50,0.00,0.00,-0.40,-0.27,-0.23,9.79,359.94,-1.63,1.31,0.00,0.00,-0.00
50,0.01,0.00,-0.40,-0.27,-0.23,9.79,359.94,-1.63,1.31,0.00,0.00,0.00
50,0.00,0.02,-0.40,-0.27,-0.23,9.79,359.94,-1.63,1.31,0.00,-0.00,0.00
50,0.01,0.00,-0.40,-0.27,-0.23,9.79,359.94,-1.63,1.31,0.00,-0.00,-0.00
50,0.02,0.00,-0.42,-0.27,-0.23,9.79,359.94,-1.63,1.31,0.00,0.00,0.00
50,0.02,0.00,-0.41,-0.27,-0.23,9.79,359.94,-1.63,1.31,-0.00,-0.01,-0.00
50,0.01,-0.01,-0.38,-0.27,-0.23,9.79,359.94,-1.63,1.31,-0.00,-0.00,0.00
50,0.02,0.00,-0.44,-0.27,-0.23,9.79,359.94,-1.63,1.31,0.00,0.00,0.00
50,0.01,0.02,-0.41,-0.27,-0.23,9.79,359.94,-1.63,1.31,-0.00,0.00,-0.00
50,0.02,0.01,-0.40,-0.27,-0.23,9.79,359.94,-1.63,1.31,-0.00,-0.00,0.00
50,0.00,0.00,-0.38,-0.27,-0.23,9.79,359.94,-1.63,1.31,0.00,-0.00,0.00
50,0.00,0.00,-0.43,-0.27,-0.23,9.79,359.94,-1.63,1.31,-0.00,0.00,-0.00
50,0.03,0.00,-0.40,-0.27,-0.23,9.79,359.94,-1.63,1.31,0.00,-0.00,0.00
50,0.00,0.01,-0.41,-0.27,-0.23,9.79,359.94,-1.63,1.31,0.00,0.00,-0.00
50,0.00,0.00,-0.40,-0.27,-0.23,9.79,359.94,-1.63,1.31,-0.00,-0.00,-0.00
50,0.52,1.71,-0.40,-0.27,-0.23,9.79,359.94,-1.63,1.31,0.00,0.00,-0.04
50,-0.45,-3.93,-0.35,-0.26,-0.24,9.79,2.19,-1.56,1.37,0.00,0.00,-1.01
50,-0.07,-0.66,-0.46,-0.30,-0.24,9.79,3.00,-1.63,1.37,0.02,0.17,0.18
50,0.03,-0.07,-0.31,-0.37,-0.17,9.79,2.44,-2.13,1.06,0.18,0.15,0.26
50,0.85,-0.38,1.20,-0.49,-0.06,9.79,1.50,-2.69,0.69,0.22,0.26,0.32
50,-0.02,0.36,-0.94,-0.66,0.91,9.74,1.63,-3.69,-4.00,2.39,0.35,-0.11
50,1.50,-0.36,2.07,-0.93,1.71,9.60,2.38,-4.88,-9.31,1.41,0.92,-0.36
50,-0.76,0.29,-1.54,-1.74,2.36,9.35,3.56,-9.13,-13.25,1.59,1.84,-0.56
51,0.27,-0.73,-0.04,-2.27,3.06,9.03,3.44,-13.13,-17.69,1.66,0.92,0.30
50,0.39,-0.40,-0.46,-2.27,3.80,8.74,3.69,-13.50,-22.69,1.64,-0.22,-0.09
50,-0.32,-0.13,-0.73,-2.08,4.23,8.59,4.38,-12.31,-25.69,0.88,-0.51,0.03
50,-0.10,0.03,-0.13,-2.11,4.69,8.34,4.44,-12.56,-28.69,1.21,0.17,0.15
50,-0.51,-0.33,-0.52,-1.85,5.05,8.19,4.06,-11.25,-31.19,0.82,-0.54,0.34
50,-0.08,-0.69,-0.61,-1.69,5.43,7.98,2.56,-9.94,-33.69,0.82,0.18,0.70
50,-0.50,0.12,0.14,-1.66,5.77,7.74,1.12,-9.81,-36.13,0.80,0.29,0.55
50,0.35,-1.15,-0.90,-1.35,6.07,7.57,358.94,-8.38,-38.44,0.61,-0.19,1.01
50,-0.26,-0.17,-0.90,-1.14,6.19,7.51,356.56,-6.81,-39.19,0.18,0.16,0.71
50,-0.23,-0.32,-0.17,-0.98,6.45,7.31,354.63,-6.06,-41.00,0.69,0.21,0.81
50,0.86,-0.20,-0.53,-0.66,6.65,7.17,351.56,-4.19,-42.44,0.46,0.10,1.10
50,0.75,-0.39,-0.19,-0.58,6.95,6.88,349.75,-3.44,-44.69,1.11,0.24,0.35
50,-0.16,-0.11,-0.90,-0.57,7.08,6.75,348.56,-3.31,-46.31,0.20,0.12,0.29
50,0.29,-0.29,-0.86,-0.48,7.14,6.69,347.81,-2.75,-46.88,0.35,0.04,0.28
50,0.73,-0.92,-1.58,-0.41,7.19,6.64,347.06,-2.38,-47.25,-0.21,-0.04,0.09
50,-0.42,-0.35,-0.44,-0.51,7.07,6.77,346.69,-3.00,-46.19,-0.46,0.55,0.10
50,0.00,-0.60,-0.92,-0.54,6.94,6.90,345.63,-3.19,-45.13,-0.35,0.13,0.19
50,-0.01,-0.73,-1.05,-0.56,6.75,7.08,344.94,-3.31,-43.63,-0.47,0.22,0.16
50,0.51,-1.29,-1.82,-0.57,6.64,7.18,344.31,-3.31,-42.75,-0.43,0.11,0.14
50,-0.26,-0.42,-1.31,-0.64,6.33,7.45,343.94,-3.75,-40.31,-1.01,0.20,0.05
50,0.17,-0.54,-1.57,-0.67,5.93,7.77,343.44,-3.88,-37.31,-1.18,0.21,0.05
50,-0.59,0.15,-0.55,-0.89,5.53,8.04,342.81,-5.25,-34.50,-0.98,0.61,0.09
50,0.33,-0.19,-0.21,-1.03,5.18,8.25,341.81,-6.06,-32.13,-0.94,0.53,0.15
50,0.42,-0.21,-0.23,-1.27,4.70,8.51,341.38,-7.44,-28.87,-1.33,0.59,-0.19
50,-0.38,-0.39,-2.06,-1.98,4.27,8.60,340.94,-11.63,-26.37,-0.96,1.15,0.03
50,0.93,-0.31,-2.58,-2.06,3.75,8.82,341.19,-12.13,-23.00,-1.39,0.68,-0.51
50,-1.00,-0.36,2.69,-2.76,3.27,8.82,341.44,-16.31,-20.37,-0.72,1.36,-0.29
50,0.11,0.22,-0.68,-2.87,2.94,8.90,341.13,-17.06,-18.25,-0.87,-0.41,0.02
50,-2.21,-0.36,0.46,-2.79,2.60,9.03,340.81,-16.50,-16.06,-1.01,-0.11,0.09
51,-0.30,-0.29,-0.94,-2.67,2.41,9.12,340.56,-15.81,-14.75,-0.31,0.04,0.12
50,0.10,-0.41,-1.23,-2.57,2.22,9.19,339.69,-15.19,-13.56,-0.74,-0.36,0.23
50,0.03,-0.16,-1.01,-2.23,1.80,9.37,339.50,-13.13,-10.88,-0.98,-1.03,-0.12
50,0.12,-0.31,-0.25,-1.65,1.36,9.56,339.88,-9.69,-8.06,-0.81,-1.39,-0.13
50,1.12,0.16,3.73,-1.01,1.16,9.68,340.19,-5.94,-6.81,-0.31,-1.27,0.05
50,0.43,-0.21,-0.75,-0.92,0.67,9.73,339.69,-5.44,-3.94,-1.11,-0.12,-0.03
50,0.48,-0.03,1.24,-0.84,0.16,9.76,339.63,-4.88,-0.94,-0.53,-0.14,-0.06
50,0.02,-0.29,-0.50,-0.82,0.14,9.77,339.69,-4.81,-0.81,-0.20,-0.09,0.15
50,0.28,0.17,-0.25,-0.76,0.00,9.77,339.13,-4.44,0.00,-0.27,-0.13,0.17
50,-0.02,-0.07,-0.53,-0.73,-0.02,9.77,339.13,-4.25,0.12,0.00,-0.05,-0.10
50,0.02,-0.22,-0.31,-0.71,-0.03,9.78,339.63,-4.13,0.12,0.00,-0.05,-0.10
50,0.11,-0.22,-0.56,-0.68,-0.03,9.78,339.50,-4.00,0.19,0.00,-0.05,0.11
50,-0.03,-0.02,-0.29,-0.64,-0.05,9.78,339.06,-3.75,0.25,-0.02,-0.08,0.10
50,0.03,-0.18,-0.59,-0.60,-0.06,9.78,339.25,-3.56,0.31,0.03,-0.08,-0.10
50,1.25,0.87,6.60,-0.35,-0.05,9.80,339.06,-2.06,0.31,0.02,-1.76,-0.03
50,0.07,0.33,-0.45,-0.29,-0.05,9.80,339.13,-1.69,0.25,-0.00,0.00,0.04
50,0.04,-0.16,-0.42,-0.29,-0.05,9.80,339.13,-1.69,0.31,0.00,0.00,-0.00
50,0.05,-0.14,-0.41,-0.29,-0.05,9.80,339.13,-1.69,0.31,0.00,0.00,0.00
50,0.06,-0.17,-0.40,-0.29,-0.06,9.80,339.13,-1.69,0.31,0.00,0.00,0.00
50,0.05,-0.12,-0.39,-0.29,-0.06,9.80,339.13,-1.69,0.37,0.00,0.00,-0.00
50,0.06,-0.12,-0.42,-0.28,-0.07,9.80,339.13,-1.69,0.37,0.00,0.00,0.00
50,0.02,-0.14,-0.41,-0.28,-0.07,9.80,339.13,-1.69,0.44,0.01,0.00,-0.00
50,0.06,-0.12,-0.42,-0.28,-0.07,9.80,339.13,-1.63,0.44,0.00,0.00,-0.00
50,0.05,-0.14,-0.41,-0.28,-0.08,9.80,339.13,-1.63,0.44,0.00,-0.00,0.00
50,0.04,-0.12,-0.39,-0.28,-0.08,9.80,339.13,-1.63,0.50,0.00,0.00,0.00
50,0.02,-0.10,-0.43,-0.28,-0.08,9.80,339.13,-1.63,0.50,-0.00,-0.00,-0.00
50,0.06,-0.09,-0.42,-0.28,-0.09,9.80,339.13,-1.63,0.50,0.00,-0.00,0.00
50,0.02,-0.11,-0.43,-0.28,-0.09,9.80,339.13,-1.63,0.50,0.00,0.01,-0.00
50,0.02,-0.11,-0.42,-0.28,-0.09,9.80,339.13,-1.63,0.56,0.00,0.00,0.00
50,0.04,-0.12,-0.40,-0.28,-0.10,9.80,339.13,-1.63,0.56,0.00,0.00,0.00
50,0.04,-0.08,-0.40,-0.28,-0.10,9.80,339.13,-1.63,0.56,-0.00,-0.00,0.00
50,0.03,-0.08,-0.41,-0.28,-0.10,9.80,339.13,-1.63,0.56,-0.00,0.00,0.00
50,0.05,-0.11,-0.41,-0.28,-0.10,9.80,339.13,-1.63,0.63,0.00,-0.00,0.00
50,0.02,-0.09,-0.41,-0.28,-0.10,9.80,339.13,-1.63,0.63,0.00,0.00,0.00
50,0.03,-0.08,-0.42,-0.27,-0.11,9.80,339.13,-1.63,0.63,0.00,0.00,0.00
50,0.03,-0.09,-0.41,-0.27,-0.11,9.80,339.13,-1.63,0.63,0.00,-0.00,0.00
50,0.04,-0.10,-0.42,-0.27,-0.11,9.80,339.13,-1.63,0.63,0.00,-0.00,-0.00
50,0.02,-0.09,-0.37,-0.27,-0.11,9.80,339.13,-1.63,0.63,0.00,-0.00,-0.00
50,0.02,-0.11,-0.39,-0.27,-0.11,9.80,339.13,-1.63,0.63,0.01,0.01,-0.00
50,0.05,-0.06,-0.42,-0.27,-0.11,9.80,339.13,-1.63,0.63,0.00,-0.00,0.00
50,0.04,-0.08,-0.41,-0.27,-0.11,9.80,339.13,-1.63,0.63,0.00,0.00,0.00
50,0.03,-0.10,-0.42,-0.27,-0.11,9.80,339.13,-1.63,0.63,-0.00,-0.00,0.00
50,0.04,-0.10,-0.39,-0.27,-0.11,9.80,339.13,-1.63,0.63,-0.00,-0.00,0.00
50,0.03,-0.09,-0.40,-0.27,-0.11,9.80,339.13,-1.63,0.63,0.00,-0.00,0.00
50,0.03,-0.08,-0.40,-0.27,-0.11,9.80,339.13,-1.63,0.63,0.00,-0.00,0.00
50,0.01,-0.09,-0.40,-0.27,-0.11,9.80,339.13,-1.63,0.63,-0.00,-0.00,0.00
50,0.03,-0.10,-0.37,-0.27,-0.11,9.80,339.13,-1.63,0.63,0.00,-0.00,0.00
50,0.05,-0.08,-0.40,-0.27,-0.11,9.80,339.13,-1.63,0.63,-0.00,-0.00,0.00
50,0.01,-0.08,-0.39,-0.27,-0.11,9.80,339.13,-1.63,0.63,0.00,-0.00,-0.00
50,0.03,-0.11,-0.44,-0.27,-0.11,9.80,339.13,-1.63,0.63,-0.00,-0.01,0.00
50,0.02,-0.09,-0.43,-0.27,-0.11,9.80,339.13,-1.63,0.63,-0.00,-0.00,0.00
50,0.05,-0.10,-0.42,-0.27,-0.11,9.80,339.13,-1.63,0.63,0.00,0.00,0.00
50,0.04,-0.09,-0.40,-0.27,-0.11,9.80,339.13,-1.63,0.63,-0.00,0.01,0.00
50,0.02,-0.10,-0.41,-0.27,-0.11,9.80,339.13,-1.63,0.63,0.00,-0.00,-0.00
50,0.03,-0.09,-0.40,-0.27,-0.11,9.80,339.13,-1.63,0.63,0.00,-0.00,-0.00
50,0.05,-0.11,-0.40,-0.27,-0.11,9.80,339.13,-1.63,0.63,0.00,0.00,-0.00
50,0.03,-0.09,-0.42,-0.27,-0.11,9.80,339.13,-1.63,0.63,-0.00,-0.00,0.00
50,0.03,-0.08,-0.39,-0.27,-0.11,9.80,339.13,-1.63,0.63,-0.00,-0.00,0.00
51,0.00,-0.08,-0.41,-0.27,-0.11,9.80,339.13,-1.63,0.63,-0.00,0.00,0.00
50,0.05,-0.08,-0.43,-0.27,-0.11,9.80,339.13,-1.63,0.63,0.00,0.00,-0.00
50,0.04,-0.08,-0.43,-0.27,-0.11,9.80,339.13,-1.63,0.63,-0.00,0.00,0.00
50,0.04,-0.08,-0.40,-0.27,-0.11,9.80,339.13,-1.63,0.63,-0.00,0.00,0.00
50,0.02,-0.10,-0.40,-0.27,-0.11,9.80,339.13,-1.63,0.63,-0.00,0.00,-0.00
50,0.04,-0.09,-0.42,-0.27,-0.11,9.80,339.13,-1.63,0.63,-0.00,0.00,0.00
50,0.03,-0.09,-0.43,-0.27,-0.11,9.80,339.13,-1.63,0.63,-0.00,0.00,0.00
50,0.04,-0.06,-0.42,-0.27,-0.11,9.80,339.13,-1.63,0.63,-0.00,0.00,0.00
50,0.03,-0.09,-0.39,-0.27,-0.11,9.80,339.13,-1.63,0.63,-0.00,-0.00,-0.00
50,0.04,-0.11,-0.41,-0.27,-0.11,9.80,339.13,-1.63,0.63,-0.01,-0.01,0.00
50,0.03,-0.08,-0.41,-0.27,-0.11,9.80,339.13,-1.63,0.63,0.00,0.00,0.00
50,0.03,-0.09,-0.42,-0.27,-0.11,9.80,339.13,-1.63,0.63,-0.00,-0.00,0.00
50,0.03,-0.08,-0.40,-0.27,-0.11,9.80,339.13,-1.63,0.63,0.00,0.00,0.00
50,0.04,-0.09,-0.42,-0.27,-0.11,9.80,339.13,-1.63,0.63,-0.00,-0.00,0.00
50,0.05,-0.11,-0.41,-0.27,-0.11,9.80,339.13,-1.63,0.63,0.00,0.00,-0.00
50,0.04,-0.10,-0.41,-0.27,-0.11,9.80,339.13,-1.63,0.63,0.00,0.00,-0.00
50,0.04,-0.12,-0.42,-0.27,-0.11,9.80,339.13,-1.63,0.63,0.00,0.00,0.00
50,0.05,-0.09,-0.43,-0.27,-0.11,9.80,339.13,-1.63,0.63,0.00,-0.00,-0.00
50,0.03,-0.07,-0.43,-0.27,-0.11,9.80,339.13,-1.63,0.63,0.00,-0.00,0.00
50,0.02,-0.12,-0.43,-0.27,-0.11,9.80,339.13,-1.63,0.63,-0.00,-0.00,0.00
50,0.03,-0.07,-0.45,-0.27,-0.11,9.80,339.13,-1.63,0.63,-0.00,-0.01,-0.00
50,0.04,-0.09,-0.40,-0.27,-0.11,9.80,339.13,-1.63,0.63,-0.00,-0.00,0.00
